ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,ovBalls/6,id,inningId,ovBalls/7,ovBalls/8,ovBalls/9,ovBalls/10,ovBalls/11,ovBalls/12,ovBalls/13,bowlerId
7,1,.,.,2,.,W,,72524,1722,,,,,,,,
8,.,1Wd,1,.,W,.,.,72525,1722,,,,,,,,
9,.,.,.,.,1Wd,.,1Wd,72526,1722,.,,,,,,,
10,.,4,.,.,.,4,,72527,1722,,,,,,,,
11,4,1,1Wd,.,.,.,.,72528,1722,,,,,,,,
12,.,1,.,1,.,4,,72529,1722,,,,,,,,
13,.,.,4,4,.,.,,72530,1722,,,,,,,,
14,.,1,1,.,1Wd,.,1,72531,1722,,,,,,,,
15,.,1,1,.,.,1,,72532,1722,,,,,,,,
16,.,.,.,.,.,4,,72533,1722,,,,,,,,
17,W,.,.,.,.,.,,72534,1722,,,,,,,,
18,1,.,.,.,.,.,,72535,1722,,,,,,,,
19,.,.,.,.,1Wd,.,1Wd,72536,1722,.,,,,,,,
20,.,.,.,.,1,.,,72537,1722,,,,,,,,
21,.,.,1,.,1,1,,72538,1722,,,,,,,,
22,.,.,.,.,.,.,,72539,1722,,,,,,,,
23,1,.,4,.,4,1,,72540,1722,,,,,,,,
24,.,4,4,1,1,4,,72541,1722,,,,,,,,
25,4,3,.,1,1,.,,72542,1722,,,,,,,,
26,1,.,1,.,1,.,,72543,1722,,,,,,,,
27,.,1,4,.,2,.,,72544,1722,,,,,,,,
28,1,4,1,.,1,1,,72545,1722,,,,,,,,
29,1,.,1,.,2,2,,72546,1722,,,,,,,,
30,.,.,1,.,1,1,,72547,1722,,,,,,,,
31,.,.,1,W,.,1,,72548,1722,,,,,,,,
32,.,.,.,.,1,.,,72549,1722,,,,,,,,
33,.,1,.,.,.,3,,72550,1722,,,,,,,,
34,1,4,2,1Wd,.,4,1,72551,1722,,,,,,,,
35,.,.,4,1Wd,1Wd,2,.,72552,1722,1,,,,,,,
36,1,.,.,4,.,1,,72553,1722,,,,,,,,
37,.,1,.,4,2,1,,72554,1722,,,,,,,,
38,1,.,.,2,1,1Wd,1,72555,1722,,,,,,,,
39,.,.,.,6,.,1,,72556,1722,,,,,,,,
40,1,1,1,.,.,1,,72557,1722,,,,,,,,
41,1,4,1,.,1,1,,72558,1722,,,,,,,,
42,1,1,1,.,.,1,,72559,1722,,,,,,,,
43,.,1Wd,4,1,2,6,1,72560,1722,,,,,,,,
44,4,1Wd,1,1,2,1,1Wd,72561,1722,1,,,,,,,
45,4,W,1Wd,1Wd,1,.,.,72562,1722,.,,,,,,,
46,1,1,6,6,1,1,,72563,1722,,,,,,,,
47,W,4,4,1,.,.,,72564,1722,,,,,,,,
48,.,.,1,.,2,2,,72565,1722,,,,,,,,
49,2,W,.,4,.,W,,72566,1722,,,,,,,,
1,5Wd,1,1,.,.,.,.,72567,1723,,,,,,,,
2,.,.,.,W,.,.,,72568,1723,,,,,,,,
3,.,.,.,4,.,1Wd,.,72569,1723,,,,,,,,
4,.,1,4,4,2,4,,72570,1723,,,,,,,,
5,.,.,1Wd,1,2,W,.,72571,1723,,,,,,,,
6,.,.,.,.,.,.,,72572,1723,,,,,,,,
7,4,2,4,.,.,.,,72573,1723,,,,,,,,
8,.,.,1,.,4,4,,72574,1723,,,,,,,,
9,.,.,.,.,.,.,,72575,1723,,,,,,,,
10,.,.,.,1,2,1,,72576,1723,,,,,,,,
11,.,.,1Wd,1Wd,.,.,1Wd,72577,1723,.,1,,,,,,
12,1,4,3,1,1,.,,72578,1723,,,,,,,,
13,1,1,1,.,.,1,,72579,1723,,,,,,,,
14,.,.,1,.,1,1,,72580,1723,,,,,,,,
15,1,.,.,.,1,1,,72581,1723,,,,,,,,
16,1Lb,.,.,1,.,.,,72582,1723,,,,,,,,
17,.,6,.,1,1,.,,72583,1723,,,,,,,,
18,.,.,.,.,4,1,,72584,1723,,,,,,,,
19,.,.,1,.,1,4,,72585,1723,,,,,,,,
20,W,1,.,1,.,1,,72586,1723,,,,,,,,
21,.,4Lb,.,1,1Wd,.,.,72587,1723,,,,,,,,
22,.,.,.,2,.,1,,72588,1723,,,,,,,,
23,.,.,4,.,.,1,,72589,1723,,,,,,,,
24,1,4,.,.,4,1,,72590,1723,,,,,,,,
25,1,1,1,.,4,.,,72591,1723,,,,,,,,
26,.,1,.,.,.,4,,72592,1723,,,,,,,,
27,.,4,4,.,2,1,.,72593,1723,,,,,,,,
28,.,W,.,1,1,.,,72594,1723,,,,,,,,
29,4,1,.,2,1,1,,72595,1723,,,,,,,,
30,.,.,.,.,.,.,,72596,1723,,,,,,,,
31,1,4,1,.,.,1,,72597,1723,,,,,,,,
32,2,.,.,.,2,2,,72598,1723,,,,,,,,
33,.,1,.,.,4,.,,72599,1723,,,,,,,,
34,4,4,1,.,1,.,,72600,1723,,,,,,,,
35,.,1,1,.,.,W,,72601,1723,,,,,,,,
36,.,.,.,.,1,.,,72602,1723,,,,,,,,
37,.,.,.,6,.,1,,72603,1723,,,,,,,,
38,1,6,.,4,.,1,,72604,1723,,,,,,,,
39,.,.,2Lb,4,W,1,,72605,1723,,,,,,,,
40,.,.,.,.,4,.,,72606,1723,,,,,,,,
41,1,4,.,.,4,.,,72607,1723,,,,,,,,
42,.,.,1,1,.,.,,72608,1723,,,,,,,,
43,.,1,.,.,.,.,,72609,1723,,,,,,,,
44,.,2,.,1,6,1,,72610,1723,,,,,,,,
45,4,2,1,.,.,1Lb,,72611,1723,,,,,,,,
46,1,.,W,.,.,W,,72612,1723,,,,,,,,
47,.,.,.,1,1,1,,72613,1723,,,,,,,,
48,.,1Lb,W,.,.,.,,72614,1723,,,,,,,,
49,.,.,.,.,1,.,,72615,1723,,,,,,,,
50,.,.,4,4,4,4,,72616,1723,,,,,,,,
1,.,1,.,.,.,.,,72617,1724,,,,,,,,
2,.,.,.,4,1,.,,72618,1724,,,,,,,,
3,.,.,.,1,.,.,,72619,1724,,,,,,,,
4,.,1,.,1,.,.,,72620,1724,,,,,,,,
5,.,.,1,1,1,3,,72621,1724,,,,,,,,
6,4,.,4,.,1,2,,72622,1724,,,,,,,,
7,4,1,1,.,4,.,,72623,1724,,,,,,,,
8,4,.,3,1Wd,3,4,1,72624,1724,,,,,,,,
9,.,4,.,.,.,4,,72625,1724,,,,,,,,
10,.,1,1,4,.,1Lb,,72626,1724,,,,,,,,
11,1,4,.,2,1,1,,72627,1724,,,,,,,,
12,.,6,4,1,.,.,,72628,1724,,,,,,,,
13,1Wd,.,.,.,1,.,.,72629,1724,,,,,,,,
14,.,.,.,.,4,2,,72630,1724,,,,,,,,
15,.,1,.,1,.,4,,72631,1724,,,,,,,,
16,.,1,1,4,2,1,,72632,1724,,,,,,,,
17,.,1,.,.,1,.,,72633,1724,,,,,,,,
18,1,.,.,1,4,2,,72634,1724,,,,,,,,
19,1,.,2,1,.,4,,72635,1724,,,,,,,,
20,W,1,1,.,.,.,,72636,1724,,,,,,,,
21,1,1,.,1,1,1,,72637,1724,,,,,,,,
22,.,1,.,1,.,1,,72638,1724,,,,,,,,
23,1,1,.,.,4,1,,72639,1724,,,,,,,,
24,.,1,1,1,1,1,,72640,1724,,,,,,,,
25,1,1,1,.,.,1,,72641,1724,,,,,,,,
26,1,1,1,2,1,.,,72642,1724,,,,,,,,
27,.,.,1Wd,1,1,4,.,72643,1724,,,,,,,,
28,4,1,1,.,1,.,,72644,1724,,,,,,,,
29,.,1,.,2,2,2,,72645,1724,,,,,,,,
30,1,.,2,.,1,.,,72646,1724,,,,,,,,
31,4,4,6,1,1,1,,72647,1724,,,,,,,,
32,2,1,W,1Lb,1,1,,72648,1724,,,,,,,,
33,1,1,.,.,1,1,,72649,1724,,,,,,,,
34,1,1,.,1,1,1,,72650,1724,,,,,,,,
35,6,6,6,W,1,.,,72651,1724,,,,,,,,
36,1,1,1,.,1,1,,72652,1724,,,,,,,,
37,.,1Lb,.,1,.,1,,72653,1724,,,,,,,,
38,6,4,1,1,6,1,,72654,1724,,,,,,,,
39,1,.,2,.,.,1,,72655,1724,,,,,,,,
40,.,.,6,.,1,1,,72656,1724,,,,,,,,
41,1Wd,1,.,1,4,2,1,72657,1724,,,,,,,,
42,1,1Wd,1,2,6,.,2,72658,1724,,,,,,,,
43,4,1,2,1,1,1Wd,1,72659,1724,,,,,,,,
44,1,1,2Nb,1,.,.,1,72660,1724,,,,,,,,
45,1,6,.,1,1,.,,72661,1724,,,,,,,,
46,6,W,1Wd,1,.,2,1,72662,1724,,,,,,,,
47,1,1,1,2,W,1,,72663,1724,,,,,,,,
48,W,.,6,.,2,6,,72664,1724,,,,,,,,
49,4,4,1,2,1,6,,72665,1724,,,,,,,,
50,1,.,2,4,4,2,,72666,1724,,,,,,,,
1,.,.,1,.,.,.,,72667,1725,,,,,,,,
2,.,.,.,.,.,.,,72668,1725,,,,,,,,
3,.,1,4,.,1,1,,72669,1725,,,,,,,,
4,.,W,.,.,.,.,,72670,1725,,,,,,,,
5,3,.,.,4,2,1,,72671,1725,,,,,,,,
6,1,1,.,.,.,1,,72672,1725,,,,,,,,
7,1,1,2,1,1,2,,72673,1725,,,,,,,,
8,1,.,.,3,.,.,,72674,1725,,,,,,,,
9,1,1,.,1,1,.,,72675,1725,,,,,,,,
10,.,4Lb,1,.,.,6,,72676,1725,,,,,,,,
11,1Lb,1,1,1Wd,1Wd,.,1,72677,1725,1,,,,,,,
12,1,2,.,4,1,W,,72678,1725,,,,,,,,
13,1,1,.,1,1,1,,72679,1725,,,,,,,,
14,.,1,1,.,.,4,,72680,1725,,,,,,,,
15,.,.,1,1,.,1,,72681,1725,,,,,,,,
16,.,1,1Lb,4,.,.,,72682,1725,,,,,,,,
17,.,1,.,1,1,1,,72683,1725,,,,,,,,
18,1,1,.,2,1,1,,72684,1725,,,,,,,,
19,1,1,1,1,1,.,,72685,1725,,,,,,,,
20,4,1,1,.,1,.,,72686,1725,,,,,,,,
21,1,1,2,.,1,1,,72687,1725,,,,,,,,
22,1,4,1,.,1,1,,72688,1725,,,,,,,,
23,1Lb,1,4,1,.,1,,72689,1725,,,,,,,,
24,1,.,1,1,.,1Wd,4,72690,1725,,,,,,,,
25,1,1,1,.,.,1,,72691,1725,,,,,,,,
26,4,1,.,.,4,1,,72692,1725,,,,,,,,
27,1,1,1,.,.,1,,72693,1725,,,,,,,,
28,1,2,1,1,2,2,,72694,1725,,,,,,,,
29,1,.,1,4,1,W,,72695,1725,,,,,,,,
30,1,.,W,.,.,.,,72696,1725,,,,,,,,
31,.,1,.,.,.,1,,72697,1725,,,,,,,,
32,.,1,.,1,1,1,,72698,1725,,,,,,,,
33,1,1,1,.,1Lb,2,,72699,1725,,,,,,,,
34,.,.,1,.,.,1,,72700,1725,,,,,,,,
35,1,.,.,.,1,.,,72701,1725,,,,,,,,
36,.,1,1,.,1Wd,.,6,72702,1725,,,,,,,,
37,.,1,1,.,5Wd,1,.,72703,1725,,,,,,,,
38,.,.,.,.,.,.,,72704,1725,,,,,,,,
39,1,4,4,.,4,1,,72705,1725,,,,,,,,
40,1,1,W,4,.,1,,72706,1725,,,,,,,,
41,.,1,1,4,4,1,,72707,1725,,,,,,,,
42,2,2,1,.,1,1Wd,.,72708,1725,,,,,,,,
43,4,1,1,1,4,1,,72709,1725,,,,,,,,
44,W,1,1,.,1,.,,72710,1725,,,,,,,,
45,1,1,1,.,1,W,,72711,1725,,,,,,,,
46,1,2,.,W,.,.,,72712,1725,,,,,,,,
47,1,1,4,1,1,4,,72713,1725,,,,,,,,
48,.,.,1,1,1,.,,72714,1725,,,,,,,,
49,1Lb,W,.,.,W,,,72715,1725,,,,,,,,
1,.,.,4,4,4,.,,72716,1726,,,,,,,,
2,.,1,1,2,.,.,,72717,1726,,,,,,,,
3,.,1,.,.,1,.,,72718,1726,,,,,,,,
4,.,.,1,.,.,.,,72719,1726,,,,,,,,
5,4,1,2,.,1,.,,72720,1726,,,,,,,,
6,1,.,4,.,1,.,,72721,1726,,,,,,,,
7,.,4,.,.,.,.,,72722,1726,,,,,,,,
8,.,1,.,.,.,1,,72723,1726,,,,,,,,
9,1,6,.,4,.,1,,72724,1726,,,,,,,,
10,4,1Lb,.,.,4,1,,72725,1726,,,,,,,,
11,.,4,.,1,W,.,,72726,1726,,,,,,,,
12,W,.,.,.,.,.,,72727,1726,,,,,,,,
13,.,.,W,.,.,4,,72728,1726,,,,,,,,
14,.,.,.,.,.,.,,72729,1726,,,,,,,,
15,W,.,1,.,.,.,,72730,1726,,,,,,,,
16,.,.,.,.,.,.,,72731,1726,,,,,,,,
17,.,.,.,.,.,1,,72732,1726,,,,,,,,
18,.,.,.,.,.,.,,72733,1726,,,,,,,,
19,.,1,.,4,1,1,,72734,1726,,,,,,,,
20,1,.,.,1,.,1Wd,2,72735,1726,,,,,,,,
21,4,1,.,.,.,1,,72736,1726,,,,,,,,
22,.,1Wd,2,1Lb,.,4Lb,1,72737,1726,,,,,,,,
23,.,.,.,1,.,.,,72738,1726,,,,,,,,
24,4,1,W,.,4,W,,72739,1726,,,,,,,,
25,4,.,1,.,.,.,,72740,1726,,,,,,,,
26,.,.,.,.,.,1,,72741,1726,,,,,,,,
27,4,.,.,.,1,.,,72742,1726,,,,,,,,
28,1,.,.,.,.,.,,72743,1726,,,,,,,,
29,4,.,.,1,.,.,,72744,1726,,,,,,,,
30,.,.,.,.,.,1,,72745,1726,,,,,,,,
31,.,.,1,.,.,1,,72746,1726,,,,,,,,
32,.,.,.,1,.,.,,72747,1726,,,,,,,,
33,.,.,.,W,.,.,,72748,1726,,,,,,,,
34,.,1,.,W,4,.,,72749,1726,,,,,,,,
35,1,.,1,1,.,1,,72750,1726,,,,,,,,
36,4,4,.,W,4,2,,72751,1726,,,,,,,,
37,.,4,.,.,.,1,,72752,1726,,,,,,,,
38,4,.,.,1,.,.,,72753,1726,,,,,,,,
39,.,.,.,4,.,1,,72754,1726,,,,,,,,
40,.,.,1,.,1,1,,72755,1726,,,,,,,,
41,1,.,.,.,.,.,,72756,1726,,,,,,,,
42,W,,,,,,,72757,1726,,,,,,,,
1,W,2,1,4,4,.,,72758,1727,,,,,,,,
2,1,.,1Wd,.,.,1,.,72759,1727,,,,,,,,
3,1Wd,.,4,1Lb,.,.,.,72760,1727,,,,,,,,
4,.,.,1,1,4,.,,72761,1727,,,,,,,,
5,1,.,.,1,.,.,,72762,1727,,,,,,,,
6,1,.,4,1Wd,.,.,.,72763,1727,,,,,,,,
7,.,1,.,.,.,4,,72764,1727,,,,,,,,
8,.,1,.,1,W,.,,72765,1727,,,,,,,,
9,1,4,.,.,.,.,,72766,1727,,,,,,,,
10,1,1,4,.,.,.,,72767,1727,,,,,,,,
11,.,.,.,.,.,.,,72768,1727,,,,,,,,
12,.,1Wd,1,1,1,.,.,72769,1727,,,,,,,,
13,.,.,4,.,1,.,,72770,1727,,,,,,,,
14,1,.,.,.,1,1,,72771,1727,,,,,,,,
15,.,1,.,2,.,.,,72772,1727,,,,,,,,
16,4,.,.,.,.,.,,72773,1727,,,,,,,,
17,.,1Wd,.,1,.,1Lb,1,72774,1727,,,,,,,,
18,1,.,.,4,1,.,,72775,1727,,,,,,,,
19,1,4,1Wd,.,.,1,.,72776,1727,,,,,,,,
20,.,.,1,.,.,.,,72777,1727,,,,,,,,
21,5Nb,1,1,.,1,.,.,72778,1727,,,,,,,,
22,.,1,.,1,1,1,,72779,1727,,,,,,,,
23,1,.,1,.,4,.,,72780,1727,,,,,,,,
24,.,.,.,1,1,4,,72781,1727,,,,,,,,
25,6,1,.,1,1,2,,72782,1727,,,,,,,,
26,1,1,4,W,.,4,,72783,1727,,,,,,,,
27,2,1,.,1,2,1,,72784,1727,,,,,,,,
28,.,1,.,.,1,.,,72785,1727,,,,,,,,
29,1,1,1,4,4,1,,72786,1727,,,,,,,,
30,4,1,1Lb,.,1,.,,72787,1727,,,,,,,,
31,1,1,1,1,1,1,,72788,1727,,,,,,,,
32,1,1Lb,1,1,.,.,,72789,1727,,,,,,,,
33,1,,,,,,,72790,1727,,,,,,,,
1,.,.,2,.,.,.,,72791,1728,,,,,,,,
2,1,.,2,1,1Lb,.,,72792,1728,,,,,,,,
3,.,1,.,.,1,.,,72793,1728,,,,,,,,
4,.,1,.,.,1,.,,72794,1728,,,,,,,,
5,2,.,.,.,4,1,,72795,1728,,,,,,,,
6,1Lb,2,.,.,.,.,,72796,1728,,,,,,,,
7,.,.,.,.,1,.,,72797,1728,,,,,,,,
8,.,.,4,1Wd,4,4,1,72798,1728,,,,,,,,
9,.,1,1,.,1,.,,72799,1728,,,,,,,,
10,.,1,1,.,.,.,,72800,1728,,,,,,,,
11,.,1,1,.,1,.,,72801,1728,,,,,,,,
12,4,1,4,1,.,1,,72802,1728,,,,,,,,
13,4,.,1,1,1,.,,72803,1728,,,,,,,,
14,1,1,1,1,2,1,,72804,1728,,,,,,,,
15,1,.,4,1,.,.,,72805,1728,,,,,,,,
16,4,.,1,.,1,.,,72806,1728,,,,,,,,
17,6,.,1,1,.,1,,72807,1728,,,,,,,,
18,.,1,2,1,1,1,,72808,1728,,,,,,,,
19,1,.,1,.,1,1,,72809,1728,,,,,,,,
20,.,1,4,4,1,1,,72810,1728,,,,,,,,
21,4,.,2,2,1,1,,72811,1728,,,,,,,,
22,2,1,1,.,1,1,,72812,1728,,,,,,,,
23,.,.,W,.,.,.,,72813,1728,,,,,,,,
24,2,1,.,1,1,.,,72814,1728,,,,,,,,
25,.,1,1,.,1,1,,72815,1728,,,,,,,,
26,.,1,4,1,1,4,,72816,1728,,,,,,,,
27,.,.,.,1Wd,4,1,.,72817,1728,,,,,,,,
28,1,1,1,.,.,1,,72818,1728,,,,,,,,
29,2,.,4,1,.,.,,72819,1728,,,,,,,,
30,.,.,4,1,1,.,,72820,1728,,,,,,,,
31,2,.,2,1,1,2,,72821,1728,,,,,,,,
32,1,.,1,.,1,1,,72822,1728,,,,,,,,
33,4,1,.,1,1,1Wd,.,72823,1728,,,,,,,,
34,1,4,.,4,1,1,,72824,1728,,,,,,,,
35,1,.,2,1,.,1,,72825,1728,,,,,,,,
36,1,1Lb,.,4,1,.,,72826,1728,,,,,,,,
37,1,4,.,1,1,W,,72827,1728,,,,,,,,
38,.,1,1,2,.,1,,72828,1728,,,,,,,,
39,1,1,.,2,1,.,,72829,1728,,,,,,,,
40,1,.,4,.,.,1,,72830,1728,,,,,,,,
41,1,.,1,6,1,1,,72831,1728,,,,,,,,
42,4,1,1,.,1,4,,72832,1728,,,,,,,,
43,1,1,1,.,6,1,,72833,1728,,,,,,,,
44,6,4,.,2,1Wd,1,.,72834,1728,,,,,,,,
45,1,.,2,6,2,1,,72835,1728,,,,,,,,
46,1,.,4,1Wd,2,W,.,72836,1728,,,,,,,,
47,6,1,4,2,1,1,,72837,1728,,,,,,,,
48,1,.,2,1Wd,4,1,.,72838,1728,,,,,,,,
49,6,4,2,.,1,.,,72839,1728,,,,,,,,
50,W,6,1,2,1Wd,W,4,72840,1728,,,,,,,,
1,.,.,1,2,.,.,,72841,1729,,,,,,,,
2,.,.,4,.,1,.,,72842,1729,,,,,,,,
3,.,.,2,.,.,.,,72843,1729,,,,,,,,
4,.,.,2,4,.,1,,72844,1729,,,,,,,,
5,.,.,1Wd,.,.,.,.,72845,1729,,,,,,,,
6,.,.,.,.,.,.,,72846,1729,,,,,,,,
7,1,.,.,.,.,.,,72847,1729,,,,,,,,
8,.,.,1,1,2,1Wd,.,72848,1729,,,,,,,,
9,2,1,1,.,.,1,,72849,1729,,,,,,,,
10,4,.,1,6,4,4,,72850,1729,,,,,,,,
11,.,1,.,2,.,1,,72851,1729,,,,,,,,
12,1,.,.,.,.,.,,72852,1729,,,,,,,,
13,2,1,1,.,1,1,,72853,1729,,,,,,,,
14,1Wd,1W,.,.,1,.,1,72854,1729,,,,,,,,
15,1,.,1,1,.,1,,72855,1729,,,,,,,,
16,5Nb,.,.,1,1,.,1,72856,1729,,,,,,,,
17,.,1,1,1,1,.,,72857,1729,,,,,,,,
18,2,2,1,.,2,1,,72858,1729,,,,,,,,
19,4,.,1,1,.,1,,72859,1729,,,,,,,,
20,1,.,1,1,1,1,,72860,1729,,,,,,,,
21,1Wd,4,.,.,1Lb,.,.,72861,1729,,,,,,,,
22,1,.,.,.,1,.,,72862,1729,,,,,,,,
23,1Wd,.,6,.,1,1,1Wd,72863,1729,4,,,,,,,
24,2,1,.,1,.,2,,72864,1729,,,,,,,,
25,2,2Lb,1Wd,1,W,1,.,72865,1729,,,,,,,,
26,1,1,1,.,1,1,,72866,1729,,,,,,,,
27,1,2,.,1,.,1,,72867,1729,,,,,,,,
28,1,.,1,.,2,1,,72868,1729,,,,,,,,
29,.,1,2,1,.,.,,72869,1729,,,,,,,,
30,1,.,.,.,.,1,,72870,1729,,,,,,,,
31,1,1,1,.,1,.,,72871,1729,,,,,,,,
32,.,1,1,.,.,4,,72872,1729,,,,,,,,
33,.,1,.,4,1,1,,72873,1729,,,,,,,,
34,1,.,1,1,1,4,,72874,1729,,,,,,,,
35,1B,1,4,.,.,1,,72875,1729,,,,,,,,
36,.,6,4,1,1,2,,72876,1729,,,,,,,,
37,1,.,.,W,4,1,,72877,1729,,,,,,,,
38,4,4,2,.,1,4,,72878,1729,,,,,,,,
39,4,1,.,4,4,.,,72879,1729,,,,,,,,
40,1,1,1,W,.,W,,72880,1729,,,,,,,,
41,1,1,4,W,2,1,,72881,1729,,,,,,,,
42,5,1,1,.,2,.,,72882,1729,,,,,,,,
43,.,4,2,6,1,.,,72883,1729,,,,,,,,
44,1,.,1,2,4,1,,72884,1729,,,,,,,,
45,.,4,1,.,W,1,,72885,1729,,,,,,,,
46,1,.,1,4,1,.,,72886,1729,,,,,,,,
47,1,4,2,1,1,W,,72887,1729,,,,,,,,
48,4,1,.,1,1,2,,72888,1729,,,,,,,,
49,.,.,.,2B,.,1,,72889,1729,,,,,,,,
50,1W,1,.,1,1,W,,72890,1729,,,,,,,,
1,.,.,.,.,1,2,,72891,1730,,,,,,,,
2,.,.,1,.,.,.,,72892,1730,,,,,,,,
3,.,3,4,.,W,.,,72893,1730,,,,,,,,
4,1Wd,.,1,.,.,.,4,72894,1730,,,,,,,,
5,2,.,.,2,.,4,,72895,1730,,,,,,,,
6,.,.,.,1,.,2,,72896,1730,,,,,,,,
7,W,.,.,.,.,.,,72897,1730,,,,,,,,
8,1,.,.,,,,,72898,1730,,,,,,,,
1,.,.,.,.,.,.,,72899,1731,,,,,,,,
2,.,4,1,1Wd,.,.,1,72900,1731,,,,,,,,
3,.,2,.,.,1,.,,72901,1731,,,,,,,,
4,6,2,2,1,4,2,,72902,1731,,,,,,,,
5,.,.,.,.,.,.,,72903,1731,,,,,,,,
6,.,.,.,.,1,.,,72904,1731,,,,,,,,
7,1Wd,4,1,.,1,1,.,72905,1731,,,,,,,,
8,1Wd,1,.,4,1,4,.,72906,1731,,,,,,,,
9,1,1,.,.,.,.,,72907,1731,,,,,,,,
10,2,4Lb,1,.,.,.,,72908,1731,,,,,,,,
11,.,.,.,1,1,2,,72909,1731,,,,,,,,
12,.,2,1Lb,2,.,.,,72910,1731,,,,,,,,
13,1,.,1,4,4,1,,72911,1731,,,,,,,,
14,1,.,1,1,4,.,,72912,1731,,,,,,,,
15,2,.,.,.,1,1Wd,.,72913,1731,,,,,,,,
16,.,.,.,.,.,4,,72914,1731,,,,,,,,
17,1Lb,.,4,4,6,1,,72915,1731,,,,,,,,
18,.,2Nb,.,2,1,.,1,72916,1731,,,,,,,,
19,.,.,1,1,1,1Lb,,72917,1731,,,,,,,,
20,1Lb,2,1,.,1,.,,72918,1731,,,,,,,,
21,1,.,6,6,1,.,,72919,1731,,,,,,,,
22,1,.,2Nb,1,1,1,4,72920,1731,,,,,,,,
23,W,1,1,.,.,1,,72921,1731,,,,,,,,
24,4,4,1Wd,1,.,4,.,72922,1731,,,,,,,,
25,.,.,1,1,.,.,,72923,1731,,,,,,,,
26,.,1,1,.,1,1,,72924,1731,,,,,,,,
27,.,.,.,2,.,1,,72925,1731,,,,,,,,
28,.,.,4,1,2Nb,6,2,72926,1731,,,,,,,,
29,1,1,.,W,.,1,,72927,1731,,,,,,,,
30,.,.,.,.,.,1,,72928,1731,,,,,,,,
31,1,1,1,1,.,1,,72929,1731,,,,,,,,
32,.,2,1,2,1,.,,72930,1731,,,,,,,,
33,4,1,.,1,4,6,,72931,1731,,,,,,,,
34,4,1,.,W,1,.,,72932,1731,,,,,,,,
35,1,1,.,1,1,.,,72933,1731,,,,,,,,
36,4,2,.,1,.,.,,72934,1731,,,,,,,,
37,2,1,.,1,.,.,,72935,1731,,,,,,,,
38,2,.,1,.,W,1Lb,,72936,1731,,,,,,,,
39,1,.,1,.,1,1,,72937,1731,,,,,,,,
40,.,1,2,4,1,1,,72938,1731,,,,,,,,
41,.,4,4,1,4,.,,72939,1731,,,,,,,,
42,4,.,1,1,1Wd,.,1Lb,72940,1731,,,,,,,,
43,W,.,.,.,1,.,,72941,1731,,,,,,,,
44,2,.,.,1,1,4,,72942,1731,,,,,,,,
45,1,1,W,1,1,1,,72943,1731,,,,,,,,
46,.,4,.,1,1,1,,72944,1731,,,,,,,,
47,1,W,.,.,.,1,,72945,1731,,,,,,,,
48,1,1,W,.,.,.,,72946,1731,,,,,,,,
49,1,1,W,1,2,W,,72947,1731,,,,,,,,
1,1Nb,.,.,.,1,.,.,72948,1732,,,,,,,,
2,.,.,.,.,.,.,,72949,1732,,,,,,,,
3,W,.,.,.,4,.,,72950,1732,,,,,,,,
4,.,.,4,.,.,.,,72951,1732,,,,,,,,
5,4,.,.,.,.,4,,72952,1732,,,,,,,,
6,.,.,4,4,.,4,,72953,1732,,,,,,,,
7,.,4,.,.,.,.,,72954,1732,,,,,,,,
8,.,1,4,.,1,.,,72955,1732,,,,,,,,
9,1,4Lb,.,.,.,1,,72956,1732,,,,,,,,
10,.,.,1,.,.,4,,72957,1732,,,,,,,,
11,1,.,4,.,W,.,,72958,1732,,,,,,,,
12,1,1,.,.,1,1,,72959,1732,,,,,,,,
13,.,.,.,1,1,.,,72960,1732,,,,,,,,
14,1,1,.,1,.,4,,72961,1732,,,,,,,,
15,1,2,.,1,1,.,,72962,1732,,,,,,,,
16,.,.,.,1,.,1,,72963,1732,,,,,,,,
17,1,1,4,.,.,1,,72964,1732,,,,,,,,
18,2,4,6,1,1,.,,72965,1732,,,,,,,,
19,1,1,1,1,4,1Wd,1,72966,1732,,,,,,,,
20,1,.,1,.,1Wd,.,.,72967,1732,,,,,,,,
21,1,1Wd,1,.,.,.,1Wd,72968,1732,1,,,,,,,
22,1,.,4,.,1,.,,72969,1732,,,,,,,,
23,1,1,1,.,2,.,,72970,1732,,,,,,,,
24,.,1,1,.,.,.,,72971,1732,,,,,,,,
25,.,2,1,.,4,1,,72972,1732,,,,,,,,
26,W,1,1,.,.,1,,72973,1732,,,,,,,,
27,4,.,1,1,1,W,,72974,1732,,,,,,,,
28,1,.,W,.,.,2,,72975,1732,,,,,,,,
29,2Wd,.,1,.,1,1,1,72976,1732,,,,,,,,
30,1,1,2,.,1,W,,72977,1732,,,,,,,,
31,1Wd,1,1,1,.,4,.,72978,1732,,,,,,,,
32,.,1,1Wd,.,6,6,.,72979,1732,,,,,,,,
33,.,1,.,6,1,1,,72980,1732,,,,,,,,
34,1,.,4,4,W,.,,72981,1732,,,,,,,,
35,1,2,1,.,1,.,,72982,1732,,,,,,,,
36,.,.,.,1,1,.,,72983,1732,,,,,,,,
37,1,.,.,4,1,1,,72984,1732,,,,,,,,
38,.,1,1,.,1,.,,72985,1732,,,,,,,,
39,1,2,1,.,1,6,,72986,1732,,,,,,,,
40,1,.,.,.,.,1,,72987,1732,,,,,,,,
